College Name,Address,District,State,Contact number,Email id,Website
"K L E Society College Of Engineering, Belgaum","Udyambag, Belgaum Belgaum,BelgaumKarnataka590008",Chennai,Tamil Nadu,0831-2440322 / 2443984,principal@klescet.ac.in,www.klescet.ac.in
"K L N College Of Engineering, Madurai","Nedunkulam Road, Pottapalayam P.O, Manamadurai Taluk Madurai,SivagangaTamil Nadu630611",Gulbarga,Karnataka,"0452 - 2698184,2698971, 2698972, 2698973",mduklnce@gmail.com,www.klnce.edu
"K L N College Of Information Technology, Madurai","Kusavapatti Road, Pottapalayam P.O, Manamadurai Madurai,SivagangaTamil Nadu630611",Coimbatore,Tamil Nadu,"0452 - 0452-2698250,2698863",klnit@sancharnet.in,www.klncit.edu.in
"K L S Gogte Institute Of Technology, Belgaum","Udyambag, Belgaum Belgaum,BelgaumKarnataka590008",Vidyavihar,Maharashtra,0831-2441104 / 5711626,principal@git.edu,www.git.edu
"K M C T College Of Engineering, Kozhikode","P.O Manassery, Mokkam Via Kozhikode,KozhikodeKerala673602",Mumbai,Maharashtra,0495-2720415 / 3951578,kmct.college@rediffmail.com,www.kmctcollege.com
"K N S K College Of Engineering, Kanyakumari","Therakalputhoor, Thiruppathysaram Kanyakumari,KanyakumariTamil Nadu629901",Belgaum,Karnataka,04652-321884,knskeng@sancharnet.ac.in,N/A
"K S Institute Of Technology, Bangalore","# 14, Raghuvanahalli, Kanakapura Road, Bangalore Bangalore,BangaloreKarnataka560062",Madurai,Tamil Nadu,080-28435722 / 28435724,principal_ksit@rediffmail.com,www.ksitbangalore.com
"K S R College Of Engineering, Namakkal","K.S.R. Kalvinagar, Thiruchengode Taluk, Thiruchengode Namakkal,NamakkalTamil Nadu637215",Belgaum,Karnataka,"04288 - 274757,274741",rrec_edu@rediffmail.com,N/A
"K S Rangaswamy College Of Technology, Namakkal","K.S.R. Kalvi Nagar, Thokkavadi, Tiruchengode Namakkal,NamakkalTamil Nadu637209",Mulugh,Andhra Pradesh,04288-274741 / 42 / 43 / 44,ksrctt@yahoo.co.in,www.ksrct.ac.in
K V G College Of Engineering,"Kurunji Bhag, Sullia,Dakshina KannadaKarnataka574327",Kanyakumari,Tamil Nadu,08257- 231141 / 230241 / 232811,office@kvgengg.org,www.kvgengg.org
K V M College Of Engineering And Information Technology,"P.B.No. 30, Kokkothamangalam P.O, Cherthala, Alappuzha,AlappuzhaKerala688583",Trichy,Tamil Nadu,"0478-2811707/2811080, 0478-2811707",kvmceit@kvmceit.ac.in,www.kvmtrust.in
"K V V S Institute Of Technology, Pathanamthitta","Kaithapparambu (Via) Enathu, Adoor Pathanamthitta,PathanamthittaKerala691526",Bangalore,Karnataka,"04734-244050, 04734-244050",kvvsit@gmail.com,www.kvvsit.com
"Kali Charan Nigam Institute Of Technology KCNIT , Banda","Naraini Road, Banda (Headquarter Of Chitrakoot Dham Mandal), Banda,BandaUttar Pradesh210001",N\A,Karnataka,"+919721454385, +919721454390","kcnit2002@rediffmail.com, admin@kcnit.ac.in, shyam.nigam@gmail.com",http://www.kcnit.ac.in
"Kalpataru Institute Of Technology, Tiptur","B.H.Road, Tiptur TipturKarnataka572202",Pathanamthitta,Kerala,08134-251267 / 251939,prinicpal@kittiptur.ac.in,www.kittiptur.ac.in
"Kalsar College Of Engineering, Kanchipuram","109, Mannur Village, Sriperambudur Taluk Kanchipuram,KanchipuramTamil Nadu602105",Warangal,Andhra Pradesh,"044 - 2715 6777, 2499 4666",kalsar_204@yahoo.co.in,N/A
"Kamaraj College Of Engineering And Technology, Madurai","S.P.G. Chidambara Nadur, C. Nagammal C  S.P.G.C. Nagar, Post Box No. 120 Madurai,VirudhunagarTamil Nadu626001",Coimbatore,Tamil Nadu,"04549 - 278791, 171,174",kcet@md3.vsnl.net.in,N/A
"Kamban Engineering College, Tiruvannamalai","Chitoor-Cuddalore National Highway, Mathur Village, Tiruvannamalai Town, Mathur Post, Tiruvannamalai Taluk Tiruvannamalai,TiruvannamalaiTamil Nadu606603",Banda,Uttar Pradesh,04175 - 237079,admin@kamban.org,N/A
"Kamla Nehru Institute Of Technology, Sultanpur","Sultanpur - Kadipur Rd, Sultanpur,SultanpurUttar Pradesh228118",Gandhi,Gujarat,"9415041790,05362 - 225291",director@knit.ac.in,http://www.knit.ac.in/
"Kanchi Pallavan Engineering College, Kanchipuram","Kolivakkam, Iyyengarkulam Post Kanchipuram,KanchipuramTamil Nadu631502",Kanchipuram,Tamil Nadu,044 - 27242223,principal@kanchi-pallavan.org.in,N/A
"Kanpur Institute Of Technology, Kanpur","A-1, Rooma Industrial Area, Kanpur Kanpur,Kanpur NagarUttar Pradesh",Madurai,Tamil Nadu,"0512 - 2410388, 2410098",info@kit.ac.in,www.kit.ac.in
"Karmaveer Dadasaheb Kannamwar Col Of Engineering, Nagpur","Backward Class Youth Relief Committee, Great Nag Rd, Nandanvan Nagpur,NagpurMaharashtra440009",Tiruvannamalai,Tamil Nadu,0712 -2283220 / 2283543 / 2283815,kdkce_ngp9@sancharnet.in,www.kdkce_ngp9@sancharnet.in
Karnataka Law Societys Viswanathrao Deshpande Rural Institute Of Technology,"Haliyal, Haliyal Taluk, Uttara Kannada,Uttara KannadaKarnataka581329",Sultanpur,Uttar Pradesh,08284-2405500 / 5711265 / 66,kls@git.ac.in,www.git.edu
"Karpaga Vinayaga College Of Engineering And Technology, Kanchipuram","G.S.T. Road, Chinna Kollambakkam, Palayanoor Post, Maduranthankam Kanchipuram,KanchipuramTamil Nadu603308",Birbhum,West Bengal,"044 – 2756 5486, 2759 8233, 2756 5651",kvcet@satyam.net.in,N/A
"Karpagam College Of Engineering, Coimbatore","Sf No. 758,759,760, Othakalmandapam Village Coimbatore,CoimbatoreTamil Nadu641032",Kanchipuram,Tamil Nadu,"0422 - 2655790,",karpagam@vsnl.net.,www.karpagameducation.com
"Karpagam Institute Of Technology, Coimbatore","Seerapalayam Village, Podipalayam(Post), Eachanari(Via) Coimbatore,CoimbatoreTamil Nadu641105",Cuddapah,Andhra Pradesh,0422-6553423,gcmcbe@gmail.com,www.karpagamtech.ac.in
"Kashi Institute Of Technology, Varanasi","MS 23, Varanasi-Allahabad Highway, Mirzamurad, Varanasi,VaranasiUttar Pradesh221307",Nagpur,Maharashtra,9918900733,info@kashiit.ac.in,www.kashiit.ac.in
"Kautilya Institute Of Technology And Engineering, Jaipur","Isi-16, Riico Institutional Complex, Sitapua Jaipur,JaipurRajasthan302022",Coimbatore,Tamil Nadu,"0141-2770120,2770232",info@jecrcmail.com,N/A
"Kavi Kulguru Institute Of Technology And Science, Nagpur","K.K. Nagar, Ramtek, Nagpur Nagpur,NagpurMaharashtra441106",Coimbatore,Tamil Nadu,(040)-23702288,kits_ngp@sancharnet.in,www.kits.edu
"Kcb Technical Academy, Indore","Umaria, Near Rau, A B Road Indore,IndoreMadhya Pradesh453341",Rangareddy,Andhra Pradesh,"07324-266373, 266245, 0755-2462799",anpatel@sancharnet.in,N/A
"Khaja Banda Nawaz College Of Engineering, Gulbarga","Rauza Buzurg, Gulbarga Gulbarga,GulbargaKarnataka585104",Coimbatore,Tamil Nadu,08472-257487,kbnce_principal@hotmail.com,www.kbnce.org
"King College Of Technology, Namakkal","Pudupatti Post, Nallur Namakkal,NamakkalTamil Nadu637020",Jaipur,Rajasthan,"04286-234523, 234524",king@kingtech.in,www.kingtech.in
"Kings College Of Engineering, Pudukotai","Punarkulam Village, Gandarvakottai Pudukotai,PudukkottaiTamil Nadu613303",Nagpur,Maharashtra,"04362 - 282474,282676,282395",contact@kingsindia.net,www.kingsindia.net
"Kings Engineering College, Kanchipuram","Irungattukottai, Sriperumbudur, Chennai Kanchipuram,KanchipuramTamil Nadu602105",Indore,Madhya Pradesh,"044-27107244,37101133",kingsengineeringcollege@yahoo.com,www.kingsengineeringcollege.in
"Kingston Engineering College, Vellore","Chithoor Main Road, Christianpet Village, Mettukulam Panchayat, Katpadi Taluk Vellore,VelloreTamil Nadu632059",Narayanguda,Andhra Pradesh,0416 - 2915447,N/A,www.kec.co.in
"Kirodimal Institute Of Technology, Raigarh","Old P.D Commerce College Building, Near City Kotwali Raigarh,RaigarhChhattisgarh469001",Nalgonda,Andhra Pradesh,"07762-225349,233516","kit_raigarh@rediffmail.com, Shrivastavapk@rediffmail.com",N/A
"Kmea Engineerning College, Alwaye","P.K.Kunjalu Nagar, Edathala, Alwaye AlwayeKerala683561",Namakkal,Tamil Nadu,0484-2411003,kmea_college@rediffmail.com,www.kmeacollege.com
"Kngd Modi Engineering College, Modinagar","Opp. Modipon Industry, Modinagar Modinagar,GhaziabadUttar Pradesh",Pudukotai,Tamil Nadu,"09897782207, 09897728808",kngdmec@rediffmail.com,N/A
"Kodaikanal Institute Of Technology, Kodaikanal","Pallangi, Vilpatty Village, Machur Kodaikanal,DindigulTamil Nadu624104",Kanchipuram,Tamil Nadu,9442626702 / 9442626703,principal_kodaitech@yahoo.co.in,www.rvseng.ac.in
"Kolhapur Instt Of Techs Col Of Engineering, Kolhapur","Gokulshirgaon, Karveer, Kolhapur Kolhapur,KolhapurMaharashtra416234",Vellore,Tamil Nadu,(0231) -2638141 / 2638143,info@kitcoek.org,www.kitcoek.org
"Konark Inst Of Sci And Tech, Bhubaneswar","Sandhapurjatni, Bhubaneswar Bhubaneswar,KhurdaOrissa",Raigarh,Chhattisgarh,0674-2332174/2414706,N/A,www.kist.org.in
"Kongu Engineering College, Erode","Perundurai Railway Station Road, Thoppupalayam, Perundurai Erode,ErodeTamil Nadu638052",Hubli,Karnataka,"04294 -, 220562,226555, 226666",kec@md2.vsnl.net.in,N/A
"Kongunadu College Of Engineering And Technology, Trichy","Tholurpatti, Thottiam Trichy,TiruchirappalliTamil Nadu621215",Alwaye,Kerala,"04326-290333, 277571",kongunadu@mail.com,N/A
Konkan Education Societys Engineering College,"Mumbai-Goa Highway, Pen Raigad,RaigadMaharashtra402107",Modinagar,Uttar Pradesh,(02141)-222105,principalkesnnp@yahoo.co.in,www.kesnnp.com.in
Konkan Gyanpiths College Of Engineering,"Vengaon Road, Dahivali, Karjat,RaigadMaharashtra410201",Kodaikanal,Tamil Nadu,(02143) -252250 / 253137,yenkieskm@rediffmail.com,www.liot.org
"Koustuv Institute Of Self Domain, Patia","Chandaka Nucleous Complex, Sector - B, Patia, Bhubaneswar Patia,KhurdaOrissa751024",Guntur,Andhra Pradesh,0674-2440133/2440386,N/A,www.kisdbbsr.org
"KP Engineering College, Agra","K.P.Group of institutions, NH-2, Agra – Firozabad Road, Etmadpur, Agra,AgraUttar Pradesh282002",Erode,Tamil Nadu,"09012491000, 07351091000, 09756705106",admissions@kpgi.in,www.kpgi.in
"Krishna Engineering College, Ghaziabad","95, Katori Mill., Loni Road, Near Hindon Air Force, Mohan Nagar Ghaziabad,GhaziabadUttar Pradesh201007",Trichy,Tamil Nadu,"0120 - 2899731, 2899732",info@krishnacollege.ac.in,N/A
"Krishna Institute Of Engineering And Technology, Ghaziabad","13 Km. Stone, Ghaziabad - Meerut Road,P.O. Muradnagar, Ghaziabad Ghaziabad,GhaziabadUttar Pradesh201206",N\A,Maharashtra,0120-2675314-15,director@kiet.edu,www.kiet.edu
"Krishnasamy College Of Engineering And Technology, Cuddalore","Nellikuppam High Road, S. Kumarapuram, Marudhadu, Cuddalore Cuddalore,CuddaloreTamil Nadu607109",Khammam,Andhra Pradesh,04142-285601 to604,kcet@skret.ac.in,www.skret.ac.in
"Krupajala Engineering College, Bhubaneswar","Pubasasan, Kausalyaganga, Bhubaneshwar Bhubaneswar,KhurdaOrissa751002",Kallur,Andhra Pradesh,0674-2465129/2431771,N/A,www.krupajalagroup.org
"Kumaon Engineering College, Almora","Dwarahat, Almora Almora,AlmoraUttarakhand263653",Ghaziabad,Uttar Pradesh,05966 - 244250,rcs@yahoo.com,WWW.kec.ernet.in
"Kumaraguru College Of Technology, Coimbatore","Post Box No. 2084, Chinnavedampatti Post Coimbatore,CoimbatoreTamil Nadu641006",Ghaziabad,Uttar Pradesh,0422-2669401 / 02 / 03 / 04 / 05,infor@kct.ac.in,www.kct.ac.in
"Kurinji College Of Engineering And Technology, Trichy","Trichy-Dindigul- Nh-45 Road, Malaiyadipatti Post, Manapparai Trichy,TiruchirappalliTamil Nadu621307",Cuddalore,Tamil Nadu,"04332 - 260488, 262754","kurinij@yahoo.com, kurinjicet@yahoo.com",N/A
L B S College Of Engineering,"Povval, Mulivar Post, Kasargod,KasargodKerala671542",Nizamabad,Andhra Pradesh,"04994-250290, 04994-250400",principal@lbsce.org,www.lbsce.org
"L B S Institute Of Technology For Women, Trivandrum","Poojapura, Thiruvananthapuram Trivandrum,ThiruvananthapuramKerala695012",Almora,Uttarakhand,0471-2349232,info@lbsitw.ac.in,www.lbsitw.ac.in
"L C Institute Of Technology, Mehsana","Po Bhandu, North Gujarat Visnagar, Mehsana Mehsana,MehsanaGujarat384120",Coimbatore,Tamil Nadu,"02765-287145,287945",milims@scenet.com,N/A
"L D C Institute Of Technology Studies, Allahabad","Abdalpur, Soraon Allahabad,AllahabadUttar Pradesh211001",Kuppam,Andhra Pradesh,0535-282050,info@dcinstitute.com,N/A
"L J Institute Of Engineering And Technology, Ahmedabad","Near Sanand, Sarkhej Circle, S.G. Highway Ahmedabad,AhmedabadGujarat382210",Trichy,Tamil Nadu,"079-26890371, 26891718",Ljiet7@yahoo.com,www.ljinstitutes.org.
"Lakshmi Narain College Of Technology, Indore","Bhwanvarasala, Revti Sanver Road, Indore Indore,IndoreMadhya Pradesh",N\A,Kerala,"07321-2722099, 224332,0751-2660930",cecbsp@rediffmail.com,N/A
"Lakshmichand Rajani College Of Engineering And Technology, Tiruvallur","Kanchipadi Village, Thiruthani Taluk, Thiruthani Tiruvallur,TiruvallurTamil Nadu631204",Trivandrum,Kerala,"044 - 27874444, 27874123",lcrcet_jayagp@yahoo.co.in,www.lcrcet.ac.in
"Lakshminarayan College Of Tech And Science, Bhopal","Kalchuri Nagar, Raisen Road, Bhopal Bhopal,BhopalMadhya Pradesh462021",Mehsana,Gujarat,"0755-2852792, 2852643,2660930",lnctchairman@gmail.com,N/A
Lala Lajpat Rai Institute Of Engineering And Technology,"Moga-Ferozepur, G.T. Road, Near P.S. Sadar,MogaPunjab142001",Allahabad,Uttar Pradesh,"01636-265068, 265315,265216",llrmimt@sify.com,N/A
"Lalbhai Dalpatbhai College Of Engineering, Mehsana","Near Gujarat University, Navrangpura Mehsana,AhmedabadGujarat380015",Ahmedabad,Gujarat,"079-6306752,26304118",N/A,www.ldceindia.org
"Latha Madhavan Engineering College, Madurai","Latha Mathavan Nagar, Kidaripatti Po, Alagarkoil Madurai,MaduraiTamil Nadu625301",Bilaspur,Chhattisgarh,"0452-6454125, 2093354, 320 8876","impcc@yahoo.com, lmecmdu@yahoo.co.in, info@lmec.ac.in",http://www.lmec.ac.in/
"Laxmi Devi Institute Of Engineering And Technology, Alwar","Alwar-Tijara-Delhi Highway, Chikani Alwar,AlwarRajasthan301028",Mylavaram,Andhra Pradesh,"0144-2883473,76,77,9414018474",lietalw@sancharnet.in,N/A
"Laxminarayan College Of Technology, Bhopal","Kaluchri Nagar, Raisen Road, P.O. Kolua Bhopal,BhopalMadhya Pradesh462021",Indore,Madhya Pradesh,"0755-2852641, 2852643,2660930",N/A,www.lnctbpl.in
"Lbs Institute Of Management Studies And Research, Bilaspur","Koni Bilaspur Bilaspur,BilaspurChhattisgarh495009",Bhopal,Madhya Pradesh,07752-260025,dms_ggu@rediffmail.com,www.ggu.ac.in
"Leelaben Dashrathbhai Ramdas Patel Inst Of Tech, Gandhi Nagar","Sector - 15, Near - Iti Gandhinagar Gandhi Nagar,GandhinagarGujarat382015",N\A,Punjab,"079-23222664,23248119",N/A,N/A
"Lingaya’S Institute Of Management And Technology, Faridabad","Nachauli,Old Faridabaad, Jasana Road Faridabad,FaridabadHaryana121002",Madurai,Tamil Nadu,"0129-2202614,2202296, 2201008",KDSHARMA@LIMAT.ORG,N/A
"Lokmanya Tilak Jankalyan Shikshan Sansthas Coll Of Tech, Thane","Sector-4,Plot No 17 & 18 Vikas Nagar, Koparkhairane, Navi Mumbai, Thane Thane,Mumbai CityMaharashtra400709",Bhopal,Madhya Pradesh,(95712) 223 0665,principal@ltcoe.com,www.ltcoe.org
"Lord Jegannath College Of Engineering And Technology, Kanyakumari","Amnthichanputhur, Kumarapuramthoppour Kanyakumari,KanyakumariTamil Nadu629402",Nagpur,Maharashtra,04652-293531,chairman@1jcet.net,N/A
"Lord Krishna College Of Engineering, Ghaziabad","16 Km Stone Ghaziabad Hapur Road, Main National Highway 24, Chijarsi Kulich Nagar Ghaziabad,GhaziabadUttar Pradesh245304",Bilaspur,Chhattisgarh,0120 - 2757920,lkceghaziabad@yahoo.co.in,N/A
"Lord Krishna College Of Technology, Indore","Bhesalav Rau, Pithampur, Road Near Iim Infront Of Steel Tubes India Indore,IndoreMadhya Pradesh",Gandhi,Gujarat,"0731-4266104, 4066143,0755-2660930",lnctchirman@gmail.com,N/A
"Lord Venkateswara Engineering College, Kanchipuram","Pulliyampakkam Village, Walajabad Post Office, Kanchipuram Taluk Kanchipuram,KanchipuramTamil Nadu631605",Rampachodavaram,Andhra Pradesh,"044 - 37200413,14, 15, 37205579",college@ivengcol.com,www.lvengcol.com
Lourdes Matha College Of Science And Technology,"Orient Prooperties, Opp: Kalampara Ashram, Kuttichal P.OKerala695574",N\A,Punjab,0472-2853846 / 2853550,info@lmcst.com,www.lmcst.com
Lovely Institute Of Technology,"Chehru Railway Bridge, Teh. Phagwara, Kapurthala,KapurthalaPunjab144402",Thane,Maharashtra,"01824-240833, 240832,240700",lovely@jla.vsnl.net.in,N/A
"Loyola Institute Of Technology, Kanchipuram","Mevalur Kuppam B Village,, Palanchoor, Nazerathpet – Post Kanchipuram,KanchipuramTamil Nadu602103",Ghaziabad,Uttar Pradesh,"044 - 26811543, 26810252, 25022081",litchennai@yahoo.co.in,www.loyola.ac.in
"Loyola Institute Of Technology And Science, Kanyakumari","Loyola Nagar, P.B. No. 2,, Thovalai – Rajavoor Road, Thovalai Post Kanyakumari,KanyakumariTamil Nadu629302",Indore,Madhya Pradesh,"04652 – 293571 , 572, 573",lites2008@hotmail.com,"www.lites.edu.in, www.lites.in"
"Ludhiana College Of Engineering And Technology, Ludhiana","Ludhiana-Samrala G.T. Road, Katani Kalan, Ludhiana Ludhiana,LudhianaPunjab",Hyderabad,Andhra Pradesh,"0161-2834307, 2834750",lcet02ludhiana@rediffmail.com,N/A
"Lukhdhirji College Of Engineering, Morbi","Morbi Morbi,PanchmahalsGujarat363012",N\A,Kerala,"02822-240743, 240645",N/A,N/A
"M A M College Of Engineering And Technology, Trichy","Trichy-Chennai Trunk Road, Avarevalli, Siruganur, Mannachenallur Trichy,TiruchirappalliTamil Nadu621105",N\A,Punjab,"0431 - 2650377,2650550, 2650549","mamce2k@rediff.com, mamcetry2k@yahoo.com",www.mamce.org
"M B M Engineering College Jodhpur, Jodhpur","Faculty Of Engineering, Jodhpur Jodhpur,JodhpurRajasthan342011",Kanchipuram,Tamil Nadu,0291-432947,Vajnw@sancharnet.in,N/A
"M E A Engineering College, Malappuram","Perinthalmanna Vegoor, Pattikkad P.O, Malappuram Malappuram,MalappuramKerala679325",Kanyakumari,Tamil Nadu,04933-277556 / 57 / 58,meaenggclg@sancharnet.in,www.meaengg.in
"M G College Of Engineering, Trivandrum","Trivandrum Trivandrum,ThiruvananthapuramKerala695023",Lucknow,Uttar Pradesh,0471-2383747 / 2383185 / 2381517,mgcet@dataon.in,www.mgcet.com
"M G Institute Of Engineering And Technology, Sunder Nagar","Village Badhoo, Chachyot P.O. Badhoo, Near Sunder Nagar H.P Sunder Nagar,MandiHimachal Pradesh174017",Ludhiana,Punjab,"01907-274303, 274300",mginstitute2007@gmail.com,N/A
"M G M s College Of Engineering And Technology, Noida","A-9, Sector-62, Gautam Buddha Nagar, Noida Noida,Gautam Buddha NagarUttar Pradesh201307",Morbi,Gujarat,0120 - 2401764,N/A,www.mgmnoida.org
"M I E T Engineering College, Trichy","Gundur Trichy,TiruchirappalliTamil Nadu620007",Trichy,Tamil Nadu,"0431 - 2660303,2660550",engg@miet.edu,www.miet.edu
"M Kumarasamy College Of Engineering, Karur","Thalavapalayam (Po), Punjai Thottakurichi Village Karur,KarurTamil Nadu639113",Malappuram,Kerala,"4324 - 270755, 272155","mkce_krr@hotmail.com, mkce_krr@rediffmail.com",www.mkce.ac.in
"M L V Textile Institute, Bhilwara","Pur Road Bhilwara, Partap Nagar Bhilwara,BanswaraRajasthan311001",Sunder,Himachal Pradesh,"(01482) 241292,240393",mlvti_jp1@sancharne,N/A
"M M Collegel Of Technology, Raipur","Nh 6, Umaria, Lakholi Raipur,RaipurChhattisgarh492441",Noida,Uttar Pradesh,"0771-3209463,9303302333",mmctraipur@gmail.com,N/A
"M M Engineering College, Ambala","Village Budhian-Mullana, Barara, Ambala Ambala,AmbalaHaryana134203",Trichy,Tamil Nadu,"01731-275797, 274777-79",FEEDBACK@MMECMULLANA.ORG,WWW.MMECMULLANA.ORG
"M N M Jain Engineering College, Chennai","Jyothi Nagar, Thorapakkam,, Chennai Chennai,ChennaiTamil Nadu600096",Hyderabad,Andhra Pradesh,"044 - 24960101,24962270-72",mnmjec@md4.vsnl.net.in,N/A
"M N S K College Of Engineering, Pudukotai","Dhahskinapuram, Vallathirakkottai Post, Alangudy Taluk Pudukotai,PudukkottaiTamil Nadu",Jaipur,Rajasthan,04322 - 242558,admin@mnsk.org,www.mnsk.org
M P Birla Institute Of Mgt Associate,"Bharatiya Vidya Bhavan, Race Course Road,BangaloreKarnataka560001",Karur,Tamil Nadu,080-22382798 / 9634 080 - 22389635,info@mpbim.com,N/A
"M P Christian College Of Engineering And Tech, Bhilai","18 Kailash Nagar, Industrial Estate Bhilai Bhilai,DurgChhattisgarh490026",Hyderabad,Andhra Pradesh,"0788-2286662,2285266, 2285309","mpccet@mpccet.ac.in,mpccet.ac.in",N/A
"M P Nachimuthu M Jaganathan Engineering College, Erode","Murugatholur Village, Chennamalai, Perundurai Erode,ErodeTamil Nadu638112",Bhilwara,Rajasthan,"04294 - 250242,250220,251617",mpnmjec@mjpmjec.ac.in,www.mpnmjec.ac.in
"M S Bidve College Of Engineering, Latur","Mahatma Basaweshwar Education Society, P.O.Box.No.62 Barsi Road, Latur Latur,LaturMaharashtra413512",Raipur,Chhattisgarh,(02382) -251066 / 245256,ranjit151054@yahoo.com,www.mcenilanga.com
"M S Engineering College, Bangalore","Navarathna, Agrahara, Sadahalli Post Bangalore,BangaloreKarnataka562110",Ambala,Haryana,080-32923552,msec@vsnl.net,www.msec.ac.in
"M S Ramaiah Institute Of Technology, Bangalore","Msr Nagar, M.S.R.I.T Post, Bangalore Bangalore,BangaloreKarnataka560054",Chennai,Tamil Nadu,080- 23600822 / 23606934,principal@msrit.edu,www.mrsit.edu
"M V J College Of Engineering, Bangalore","Channasandra, Near Whitefield Bangalore,BangaloreKarnataka560067",Pudukotai,Tamil Nadu,080-28452324 / 28456609,principal@mvjeducation.com,www.mvjeducation.com
"Maamallan Institute Of Technology, Kanchipuram","Maamallan Nagar, Sirperumpudur Tk, Vadamangalam Kanchipuram,KanchipuramTamil Nadu602105",N\A,Karnataka,"044 - 27107071,27163667",maamallancollege@rediffmail.com,http://www.maamallancollege.com
"Madan Mohan Malviya Engineering College, Gorakhpur","Deoria Road, Gorakhpur Gorakhpur,GorakhpurUttar Pradesh273010",Bhilai,Chhattisgarh,"0551-  2273371, 2273872",gorakhpur@doeacc.org.in,N/A
"Madha Engineering College, Kanchipuram","Somamangalam Road, Kunrathur Village & Post Office, Sriperumpudur Taluk Kanchipuram,KanchipuramTamil Nadu600069",Latur,Maharashtra,"044 - 24780732,2780734",contactus@madhagroup.org,N/A
"Madhav Institute Of Technology And Science, Gwalior","Gola Ka Mandir, P.O. Residency Gwalior,GwaliorMadhya Pradesh474005",Bangalore,Karnataka,"0751-5049300,2364684,5049360",yps1948@yahoo.com,www.mitsgwl.ac.in
"Magna College Of Engineering, Tiruvallur","Redhills-Tiruvallur High Road, Magaral Village, Koduvalli Post Office, Tiruvallur Taluk, Tiruvallur Tiruvallur,TiruvallurTamil Nadu631603",Madanpalle,Andhra Pradesh,"044 - 27626301, 2/ 3/ 4, 27695385",magnace@vsnl.net,N/A
"Maha Barathi Engineering College, Villupuram","A.Vasudevanur, Chinnasalem Kallakurichi Taluk Villupuram,ViluppuramTamil Nadu606201",Kanchipuram,Tamil Nadu,04151 - 256333,N/A,N/A
"Maha College Of Engineering, Salem","12Th Km, Attur Road Minnampalli, Valapadi Taluk, Minnampalli Salem,SalemTamil Nadu636106",Gwalior,Madhya Pradesh,"0427 - 6542333,248288",info@mahacollege.com,www.mahacollege.com
"Mahakal Institute Of Tech And Science, Ujjain","Air Strip, Karcha Farms Datana Gram, Dewas Road Ujjain,UjjainMadhya Pradesh456664",Kodad,Andhra Pradesh,"0734-4050821,822,4050825,2510125",mitsujjain@yahoo.com,www.mitsujjain.net.in
"Mahakal Institute Of Technology, Ujjain","Karcha Farms, Datana Bihind Air Strip, Dewas Road,Narwar Ujjain,UjjainMadhya Pradesh456006",Cuddapah,Andhra Pradesh,"0734-4050660,680,4050505,2510125",virenda_ubeja@yahoo.com,www.mitujjain.net
"Mahakal Institute Of Technology And Management, Ujjain","Behind Air Strip, Dewas Road Ujjain,UjjainMadhya Pradesh",Madurai,Tamil Nadu,"0734-4050780, 781",N/A,N/A
"Maharaja Agrasen Institute Of Technology, Delhi","PSP Area, Plot No. 1, Sector-22, Rohini, Delhi,New DelhiDelhi110086",Salem,Tamil Nadu,91-8448186942,mait@mait.ac.in,https://www.mait.ac.in/
"Maharaja Engineering College, Coimbatore","Kuppandampalayam Post, Palankarai Village, Near Erode, Avinashi Tk Coimbatore,CoimbatoreTamil Nadu641654",Ujjain,Madhya Pradesh,"04296 -271914,274001,272129",mec_principal@yahoo.co.in,www.maharaja.in
"Maharaja Institute Of Technology, Coimbatore","Neelambur, Arasur (P.O), Coimbatore Coimbatore,CoimbatoreTamil Nadu641407",Ujjain,Madhya Pradesh,0422-2360873,mit@maharajainstitutions.com,www.maharaja.in
"Maharaja Prithvi Engineering College, Coimbatore","Palankarai, Kuppandampalayam (P.O), Avinashi Tk Coimbatore,CoimbatoreTamil Nadu641654",N\A,Jammu and Kashmir,"04296 - 272626, 270066",maharajaprithviengcollege@yahoo.co.in,www.maharaja.in
"Maharaja Surajmal Institute Of Technology, Delhi","C-4 Janak Puri, Delhi,New DelhiDelhi110058",Vizianagaram,Andhra Pradesh,"011-25528117, 25552667",director@msit.in,www.msit.in
"Maharana Pratap College Of Tech, Gwalior","Putlighar Road, Morar, Gwalior Gwalior,GwaliorMadhya Pradesh474006",Delhi,Delhi,"0751-23476110,2346113,2341123",N/A,www.mpct.org
"Maharana Pratap Engineering College, Kanpur","430, Indrapuri, Sharda Nagar, Kanpur Kanpur,Kanpur NagarUttar Pradesh",Coimbatore,Tamil Nadu,"0512 - 2770092, 2770093",N/A,N/A
"Maharashi Karve Shree Shikshan Sansthas Cummins College Of Engineering For Women, Pune","Hinghe, Karvenagar, Haveli Pune Pune,PuneMaharashtra411052",Erode,Tamil Nadu,25311000,N/A,www.cumminscollege.org
"Maharashtra Academy Of Engineering, Alandi","Kelgaon Khed, Alandi, Pune Alandi,PuneMaharashtra412105",Coimbatore,Tamil Nadu,(020) -25431795/ 25437681,maealandi@mitpune.com,www.maepune.org
"Maharashtra College Of Engineering, Nilanga","Nilanga, Latur Nilanga,LaturMaharashtra413521",Mandya,Karnataka,(02384)-242041,ranjit151054@yahoo.com,mcenilanga.com
